GEO_ID,NAME,DP05_0001E,DP05_0046E,Percent Chinese
0500000US18109,"Morgan County, Indiana",35298,57,0.161482237
0500000US18111,"Newton County, Indiana",7003,0,0
0500000US18113,"Noble County, Indiana",23634,52,0.220022002
0500000US18115,"Ohio County, Indiana",2952,0,0
0500000US18117,"Orange County, Indiana",9740,63,0.646817248
0500000US18119,"Owen County, Indiana",10199,53,0.51965879
0500000US18121,"Parke County, Indiana",8776,0,0
0500000US18123,"Perry County, Indiana",8911,24,0.269330042
0500000US18125,"Pike County, Indiana",6202,28,0.451467269
0500000US18127,"Porter County, Indiana",85169,592,0.695088589
0500000US18129,"Posey County, Indiana",12816,0,0
0500000US18131,"Pulaski County, Indiana",6229,64,1.02745224
0500000US18133,"Putnam County, Indiana",17624,295,1.673853836
0500000US18135,"Randolph County, Indiana",12712,3,0.023599748
0500000US18137,"Ripley County, Indiana",14351,86,0.599261376
0500000US18139,"Rush County, Indiana",8549,0,0
0500000US18141,"St. Joseph County, Indiana",138835,1821,1.311628912
0500000US18143,"Scott County, Indiana",12078,12,0.099354198
0500000US18145,"Shelby County, Indiana",22564,59,0.261478461
0500000US18147,"Spencer County, Indiana",10183,30,0.294608661
0500000US18149,"Starke County, Indiana",11530,54,0.468343452
0500000US18151,"Steuben County, Indiana",16905,34,0.201123928
0500000US18153,"Sullivan County, Indiana",9654,60,0.62150404
0500000US18155,"Switzerland County, Indiana",5152,0,0
0500000US18157,"Tippecanoe County, Indiana",93755,8250,8.799530692
0500000US18159,"Tipton County, Indiana",7624,23,0.301678909
0500000US18161,"Union County, Indiana",3633,98,2.697495183
0500000US18163,"Vanderburgh County, Indiana",93658,547,0.584039804
0500000US18165,"Vermillion County, Indiana",7761,22,0.283468625
0500000US18167,"Vigo County, Indiana",52898,495,0.935763167
0500000US18169,"Wabash County, Indiana",16055,43,0.267829337
0500000US18171,"Warren County, Indiana",4128,0,0
0500000US18173,"Warrick County, Indiana",31613,265,0.83826274
0500000US18175,"Washington County, Indiana",13963,15,0.107426771
0500000US18177,"Wayne County, Indiana",34102,115,0.337223623
0500000US18179,"Wells County, Indiana",14277,14,0.098059816
0500000US18181,"White County, Indiana",12086,12,0.099288433
0500000US18183,"Whitley County, Indiana",16975,29,0.17083947
0500000US19001,"Adair County, Iowa",3580,5,0.139664804
0500000US19003,"Adams County, Iowa",1840,0,0
0500000US19005,"Allamakee County, Iowa",6838,19,0.277859023
0500000US19007,"Appanoose County, Iowa",6314,40,0.633512829
0500000US19009,"Audubon County, Iowa",2801,0,0
0500000US19011,"Benton County, Iowa",12848,2,0.015566625
0500000US19013,"Black Hawk County, Iowa",67306,386,0.573500134
0500000US19015,"Boone County, Iowa",13167,0,0
0500000US19017,"Bremer County, Iowa",12551,55,0.438212095
0500000US19019,"Buchanan County, Iowa",10686,0,0
0500000US19021,"Buena Vista County, Iowa",10059,0,0
0500000US19023,"Butler County, Iowa",7337,0,0
0500000US19025,"Calhoun County, Iowa",4687,6,0.128013655
0500000US19027,"Carroll County, Iowa",10276,0,0
0500000US19029,"Cass County, Iowa",6634,0,0
0500000US19031,"Cedar County, Iowa",9278,0,0
0500000US19033,"Cerro Gordo County, Iowa",21929,189,0.861872406
0500000US19035,"Cherokee County, Iowa",5623,0,0
0500000US19037,"Chickasaw County, Iowa",5936,2,0.033692722
0500000US19039,"Clarke County, Iowa",4772,0,0
0500000US19041,"Clay County, Iowa",8213,0,0
0500000US19043,"Clayton County, Iowa",8679,0,0
0500000US19045,"Clinton County, Iowa",23951,77,0.321489708
0500000US19047,"Crawford County, Iowa",8543,32,0.374575676
0500000US19049,"Dallas County, Iowa",44115,320,0.725376856
0500000US19051,"Davis County, Iowa",4517,0,0
0500000US19053,"Decatur County, Iowa",3970,0,0
0500000US19055,"Delaware County, Iowa",8557,14,0.163608741
0500000US19057,"Des Moines County, Iowa",20237,71,0.350842516
0500000US19059,"Dickinson County, Iowa",8608,95,1.103624535
0500000US19061,"Dubuque County, Iowa",49164,270,0.549182329
0500000US19063,"Emmet County, Iowa",4710,0,0
0500000US19065,"Fayette County, Iowa",9847,7,0.071087641
0500000US19067,"Floyd County, Iowa",8029,20,0.249097023
0500000US19069,"Franklin County, Iowa",5107,0,0
0500000US19071,"Fremont County, Iowa",3491,0,0
0500000US19073,"Greene County, Iowa",4553,0,0
0500000US19075,"Grundy County, Iowa",6212,19,0.305859627
0500000US19077,"Guthrie County, Iowa",5391,1,0.018549434
0500000US19079,"Hamilton County, Iowa",7621,47,0.616716966
0500000US19081,"Hancock County, Iowa",5384,0,0
0500000US19083,"Hardin County, Iowa",8539,0,0
0500000US19085,"Harrison County, Iowa",7059,30,0.424989375
0500000US19087,"Henry County, Iowa",9808,22,0.224306688
0500000US19089,"Howard County, Iowa",4613,0,0
0500000US19091,"Humboldt County, Iowa",4871,11,0.225826319
0500000US19093,"Ida County, Iowa",3459,0,0
0500000US19095,"Iowa County, Iowa",8169,0,0
0500000US19097,"Jackson County, Iowa",9688,0,0
0500000US19099,"Jasper County, Iowa",18092,20,0.110546098
0500000US19101,"Jefferson County, Iowa",9259,182,1.965655038
0500000US19103,"Johnson County, Iowa",74965,3477,4.638164477
0500000US19105,"Jones County, Iowa",9926,182,1.833568406
0500000US19107,"Keokuk County, Iowa",5008,0,0
0500000US19109,"Kossuth County, Iowa",7470,29,0.388219545
0500000US19111,"Lee County, Iowa",16964,70,0.412638529
0500000US19113,"Linn County, Iowa",113482,987,0.869741457
0500000US19115,"Louisa County, Iowa",5450,0,0
0500000US19117,"Lucas County, Iowa",4266,0,0
0500000US19119,"Lyon County, Iowa",5764,5,0.086745316
0500000US19121,"Madison County, Iowa",7911,0,0
0500000US19123,"Mahaska County, Iowa",11016,6,0.054466231
0500000US19125,"Marion County, Iowa",16674,40,0.239894446
0500000US19127,"Marshall County, Iowa",19656,151,0.768213268
0500000US19129,"Mills County, Iowa",7518,5,0.06650705
0500000US19131,"Mitchell County, Iowa",5375,13,0.241860465
0500000US19133,"Monona County, Iowa",4549,0,0
0500000US19135,"Monroe County, Iowa",3921,6,0.153022188
0500000US19137,"Montgomery County, Iowa",5203,17,0.326734576
0500000US19139,"Muscatine County, Iowa",21566,49,0.227209496
0500000US19141,"O'Brien County, Iowa",6990,9,0.128755365
0500000US19143,"Osceola County, Iowa",2993,1,0.033411293
0500000US19145,"Page County, Iowa",7272,0,0
0500000US19147,"Palo Alto County, Iowa",4535,0,0
0500000US19149,"Plymouth County, Iowa",12772,27,0.211399937
0500000US19151,"Pocahontas County, Iowa",3479,49,1.408450704
0500000US19153,"Polk County, Iowa",243269,1718,0.706214109
0500000US19155,"Pottawattamie County, Iowa",47357,52,0.109804253
0500000US19157,"Poweshiek County, Iowa",9549,141,1.476594408
0500000US19159,"Ringgold County, Iowa",2546,0,0
0500000US19161,"Sac County, Iowa",4962,0,0
0500000US19163,"Scott County, Iowa",87841,423,0.481551895
0500000US19165,"Shelby County, Iowa",5924,20,0.337609723
0500000US19167,"Sioux County, Iowa",17342,60,0.345980856
0500000US19169,"Story County, Iowa",46319,4531,9.782162827
0500000US19171,"Tama County, Iowa",8588,12,0.139729856
0500000US19173,"Taylor County, Iowa",3034,0,0
0500000US19175,"Union County, Iowa",6357,149,2.343872896
0500000US19177,"Van Buren County, Iowa",3485,0,0
0500000US19179,"Wapello County, Iowa",17740,25,0.140924464
0500000US19181,"Warren County, Iowa",25579,70,0.273661988
0500000US19183,"Washington County, Iowa",11136,67,0.601652299
0500000US19185,"Wayne County, Iowa",3261,0,0
0500000US19187,"Webster County, Iowa",17671,110,0.622488823
0500000US19189,"Winnebago County, Iowa",5346,0,0
0500000US19191,"Winneshiek County, Iowa",10204,23,0.225401803
0500000US19193,"Woodbury County, Iowa",51824,74,0.142790985
0500000US19195,"Worth County, Iowa",3690,0,0
0500000US19197,"Wright County, Iowa",6305,6,0.095162569
0500000US20001,"Allen County, Kansas",6339,75,1.183151917
0500000US20003,"Anderson County, Kansas",3944,0,0
0500000US20005,"Atchison County, Kansas",8424,15,0.178062678
0500000US20007,"Barber County, Kansas",2272,0,0
0500000US20009,"Barton County, Kansas",13413,4,0.029821815
0500000US20011,"Bourbon County, Kansas",7410,16,0.215924426
0500000US20013,"Brown County, Kansas",4889,0,0
0500000US20015,"Butler County, Kansas",32927,101,0.30673915
0500000US20017,"Chase County, Kansas",1283,3,0.233826968
0500000US20019,"Chautauqua County, Kansas",1576,7,0.444162437
0500000US20021,"Cherokee County, Kansas",10165,7,0.068863748
0500000US20023,"Cheyenne County, Kansas",1339,0,0
0500000US20025,"Clark County, Kansas",976,0,0
0500000US20027,"Clay County, Kansas",4046,0,0
0500000US20029,"Cloud County, Kansas",4486,8,0.17833259
0500000US20031,"Coffey County, Kansas",4050,0,0
0500000US20033,"Comanche County, Kansas",814,0,0
0500000US20035,"Cowley County, Kansas",17503,6,0.034279838
0500000US20037,"Crawford County, Kansas",19473,37,0.190006676
0500000US20039,"Decatur County, Kansas",1436,0,0
0500000US20041,"Dickinson County, Kansas",9340,5,0.053533191
0500000US20043,"Doniphan County, Kansas",3763,0,0
0500000US20045,"Douglas County, Kansas",60621,2307,3.805611917
0500000US20047,"Edwards County, Kansas",1439,0,0
0500000US20049,"Elk County, Kansas",1290,4,0.310077519
0500000US20051,"Ellis County, Kansas",14446,239,1.654437214
0500000US20053,"Ellsworth County, Kansas",2695,9,0.333951763
0500000US20055,"Finney County, Kansas",17853,177,0.991430012
0500000US20057,"Ford County, Kansas",16423,73,0.444498569
0500000US20059,"Franklin County, Kansas",13012,6,0.046111282
0500000US20061,"Geary County, Kansas",15853,67,0.42263294
0500000US20063,"Gove County, Kansas",1314,3,0.228310502
0500000US20065,"Graham County, Kansas",1258,0,0
0500000US20067,"Grant County, Kansas",3579,0,0
0500000US20069,"Gray County, Kansas",3008,7,0.232712766
0500000US20071,"Greeley County, Kansas",589,0,0
0500000US20073,"Greenwood County, Kansas",3016,0,0
0500000US20075,"Hamilton County, Kansas",1178,0,0
0500000US20077,"Harper County, Kansas",2748,0,0
0500000US20079,"Harvey County, Kansas",17344,9,0.051891144
0500000US20081,"Haskell County, Kansas",2001,0,0
0500000US20083,"Hodgeman County, Kansas",920,0,0
0500000US20085,"Jackson County, Kansas",6639,0,0
0500000US20087,"Jefferson County, Kansas",9330,0,0
0500000US20089,"Jewell County, Kansas",1412,0,0
0500000US20091,"Johnson County, Kansas",301408,5404,1.792918569
0500000US20093,"Kearny County, Kansas",2047,0,0
0500000US20095,"Kingman County, Kansas",3669,0,0
0500000US20097,"Kiowa County, Kansas",1289,0,0
0500000US20099,"Labette County, Kansas",10217,0,0
0500000US20101,"Lane County, Kansas",766,4,0.522193211
0500000US20103,"Leavenworth County, Kansas",37462,52,0.138807325
0500000US20105,"Lincoln County, Kansas",1483,0,0
0500000US20107,"Linn County, Kansas",4824,1,0.020729685
0500000US20109,"Logan County, Kansas",1397,0,0
0500000US20111,"Lyon County, Kansas",17144,325,1.895706953
0500000US20113,"McPherson County, Kansas",14497,0,0
0500000US20115,"Marion County, Kansas",5970,0,0
0500000US20117,"Marshall County, Kansas",4862,0,0
0500000US20119,"Meade County, Kansas",2090,0,0
0500000US20121,"Miami County, Kansas",16759,113,0.674264574
0500000US20123,"Mitchell County, Kansas",3020,0,0
0500000US20125,"Montgomery County, Kansas",16316,52,0.318705565
0500000US20127,"Morris County, Kansas",2793,0,0
0500000US20129,"Morton County, Kansas",1379,0,0
0500000US20131,"Nemaha County, Kansas",4994,0,0
0500000US20133,"Neosho County, Kansas",8124,5,0.061546036
0500000US20135,"Ness County, Kansas",1404,10,0.712250712
0500000US20137,"Norton County, Kansas",2428,0,0
0500000US20139,"Osage County, Kansas",7928,0,0
0500000US20141,"Osborne County, Kansas",1765,2,0.113314448
0500000US20143,"Ottawa County, Kansas",2825,0,0
0500000US20145,"Pawnee County, Kansas",2959,0,0
0500000US20147,"Phillips County, Kansas",2709,10,0.369139904
0500000US20149,"Pottawatomie County, Kansas",11913,66,0.55401662
0500000US20151,"Pratt County, Kansas",4728,10,0.211505922
0500000US20153,"Rawlins County, Kansas",1225,3,0.244897959
0500000US20155,"Reno County, Kansas",31187,117,0.375156315
0500000US20157,"Republic County, Kansas",2414,0,0
0500000US20159,"Rice County, Kansas",4805,6,0.124869927
0500000US20161,"Riley County, Kansas",35308,1760,4.984706016
0500000US20163,"Rooks County, Kansas",2625,4,0.152380952
0500000US20165,"Rush County, Kansas",1519,0,0
0500000US20167,"Russell County, Kansas",3497,0,0
0500000US20169,"Saline County, Kansas",27552,173,0.6279036
0500000US20171,"Scott County, Kansas",2362,0,0
0500000US20173,"Sedgwick County, Kansas",259812,1455,0.560020322
0500000US20175,"Seward County, Kansas",10939,3,0.02742481
0500000US20177,"Shawnee County, Kansas",91875,607,0.660680272
0500000US20179,"Sheridan County, Kansas",1220,0,0
0500000US20181,"Sherman County, Kansas",2852,0,0
0500000US20183,"Smith County, Kansas",1831,21,1.146914255
0500000US20185,"Stafford County, Kansas",2055,0,0
0500000US20187,"Stanton County, Kansas",1042,0,0
0500000US20189,"Stevens County, Kansas",2766,0,0
0500000US20191,"Sumner County, Kansas",11557,4,0.034611058
0500000US20193,"Thomas County, Kansas",4037,0,0
0500000US20195,"Trego County, Kansas",1418,0,0
0500000US20197,"Wabaunsee County, Kansas",3399,0,0
0500000US20199,"Wallace County, Kansas",806,0,0
0500000US20201,"Washington County, Kansas",2686,0,0
0500000US20203,"Wichita County, Kansas",1131,0,0
0500000US20205,"Wilson County, Kansas",4427,0,0
0500000US20207,"Woodson County, Kansas",1551,0,0
0500000US20209,"Wyandotte County, Kansas",83052,350,0.421422723
0500000US21001,"Adair County, Kentucky",9682,0,0
0500000US21003,"Allen County, Kentucky",10488,83,0.791380625
0500000US21005,"Anderson County, Kentucky",11433,0,0
0500000US21007,"Ballard County, Kentucky",4066,6,0.147565175
0500000US21009,"Barren County, Kentucky",22766,55,0.241588333
0500000US21011,"Bath County, Kentucky",6213,27,0.43457267
0500000US21013,"Bell County, Kentucky",13617,0,0
0500000US21015,"Boone County, Kentucky",65867,293,0.444835805
0500000US21017,"Bourbon County, Kentucky",10440,148,1.417624521
0500000US21019,"Boyd County, Kentucky",23828,43,0.180459963
0500000US21021,"Boyle County, Kentucky",14964,153,1.022453889
0500000US21023,"Bracken County, Kentucky",4121,6,0.145595729
0500000US21025,"Breathitt County, Kentucky",6462,24,0.371402043
0500000US21027,"Breckinridge County, Kentucky",10003,0,0
0500000US21029,"Bullitt County, Kentucky",40101,37,0.092267026
0500000US21031,"Butler County, Kentucky",6344,7,0.110340479
0500000US21033,"Caldwell County, Kentucky",6453,0,0
0500000US21035,"Calloway County, Kentucky",20002,188,0.939906009
0500000US21037,"Campbell County, Kentucky",47454,146,0.307666372
0500000US21039,"Carlisle County, Kentucky",2446,0,0
0500000US21041,"Carroll County, Kentucky",5205,9,0.172910663
0500000US21043,"Carter County, Kentucky",13814,0,0
0500000US21045,"Casey County, Kentucky",8136,0,0
0500000US21047,"Christian County, Kentucky",33448,69,0.206290361
0500000US21049,"Clark County, Kentucky",18410,29,0.157523085
0500000US21051,"Clay County, Kentucky",9694,0,0
0500000US21053,"Clinton County, Kentucky",5100,0,0
0500000US21055,"Crittenden County, Kentucky",4405,0,0
0500000US21057,"Cumberland County, Kentucky",3444,0,0
0500000US21059,"Daviess County, Kentucky",51393,109,0.212091141
0500000US21061,"Edmonson County, Kentucky",6021,0,0
0500000US21063,"Elliott County, Kentucky",3241,0,0
0500000US21065,"Estill County, Kentucky",7209,2,0.027743099
0500000US21067,"Fayette County, Kentucky",163370,3188,1.951398666
0500000US21069,"Fleming County, Kentucky",7361,0,0
0500000US21071,"Floyd County, Kentucky",18643,3,0.016091831
0500000US21073,"Franklin County, Kentucky",26010,79,0.303729335
0500000US21075,"Fulton County, Kentucky",3053,9,0.294792008
0500000US21077,"Gallatin County, Kentucky",4246,0,0
0500000US21079,"Garrard County, Kentucky",8939,19,0.21255174
0500000US21081,"Grant County, Kentucky",12628,0,0
0500000US21083,"Graves County, Kentucky",18910,37,0.19566367
0500000US21085,"Grayson County, Kentucky",13174,0,0
0500000US21087,"Green County, Kentucky",5598,0,0
0500000US21089,"Greenup County, Kentucky",18163,23,0.126631063
0500000US21091,"Hancock County, Kentucky",4197,0,0
0500000US21093,"Hardin County, Kentucky",54483,508,0.932400932
0500000US21095,"Harlan County, Kentucky",13828,26,0.188024299
0500000US21097,"Harrison County, Kentucky",9481,0,0
0500000US21099,"Hart County, Kentucky",9518,42,0.441269174
0500000US21101,"Henderson County, Kentucky",23696,39,0.16458474
0500000US21103,"Henry County, Kentucky",8001,0,0
0500000US21105,"Hickman County, Kentucky",2373,16,0.674252002
0500000US21107,"Hopkins County, Kentucky",23205,94,0.405085111
0500000US21109,"Jackson County, Kentucky",6737,0,0
0500000US21111,"Jefferson County, Kentucky",396468,2812,0.70926279
0500000US21113,"Jessamine County, Kentucky",27402,340,1.240785344
0500000US21115,"Johnson County, Kentucky",11513,201,1.745852515
0500000US21117,"Kenton County, Kentucky",83730,246,0.293801505
0500000US21119,"Knott County, Kentucky",7756,0,0
0500000US21121,"Knox County, Kentucky",16063,5,0.031127436
0500000US21123,"Larue County, Kentucky",7199,24,0.333379636
0500000US21125,"Laurel County, Kentucky",30818,0,0
0500000US21127,"Lawrence County, Kentucky",7903,32,0.404909528
0500000US21129,"Lee County, Kentucky",3257,0,0
0500000US21131,"Leslie County, Kentucky",5238,0,0
0500000US21133,"Letcher County, Kentucky",11445,28,0.244648318
0500000US21135,"Lewis County, Kentucky",6700,0,0
0500000US21137,"Lincoln County, Kentucky",12492,0,0
0500000US21139,"Livingston County, Kentucky",4654,9,0.193382037
0500000US21141,"Logan County, Kentucky",13775,0,0
0500000US21143,"Lyon County, Kentucky",3912,0,0
0500000US21145,"McCracken County, Kentucky",33946,88,0.259235256
0500000US21147,"McCreary County, Kentucky",7940,0,0
0500000US21149,"McLean County, Kentucky",4703,0,0
0500000US21151,"Madison County, Kentucky",46582,126,0.270490747
0500000US21153,"Magoffin County, Kentucky",6253,13,0.207900208
0500000US21155,"Marion County, Kentucky",9485,12,0.126515551
0500000US21157,"Marshall County, Kentucky",15974,17,0.106422937
0500000US21159,"Martin County, Kentucky",5215,0,0
0500000US21161,"Mason County, Kentucky",8622,5,0.057991185
0500000US21163,"Meade County, Kentucky",13950,49,0.35125448
0500000US21165,"Menifee County, Kentucky",3029,0,0
0500000US21167,"Mercer County, Kentucky",10975,13,0.118451025
0500000US21169,"Metcalfe County, Kentucky",5037,21,0.41691483
0500000US21171,"Monroe County, Kentucky",5295,31,0.585457979
0500000US21173,"Montgomery County, Kentucky",14147,3,0.021205909
0500000US21175,"Morgan County, Kentucky",5807,0,0
0500000US21177,"Muhlenberg County, Kentucky",15712,1,0.006364562
0500000US21179,"Nelson County, Kentucky",22865,14,0.061228953
0500000US21181,"Nicholas County, Kentucky",3714,0,0
0500000US21183,"Ohio County, Kentucky",12228,8,0.065423618
0500000US21185,"Oldham County, Kentucky",31413,105,0.334256518
0500000US21187,"Owen County, Kentucky",5428,0,0
0500000US21189,"Owsley County, Kentucky",2424,0,0
0500000US21191,"Pendleton County, Kentucky",7150,0,0
0500000US21193,"Perry County, Kentucky",13445,0,0
0500000US21195,"Pike County, Kentucky",30623,29,0.094700062
0500000US21197,"Powell County, Kentucky",6271,0,0
0500000US21199,"Pulaski County, Kentucky",33034,15,0.045407762
0500000US21201,"Robertson County, Kentucky",1142,0,0
0500000US21203,"Rockcastle County, Kentucky",8665,0,0
0500000US21205,"Rowan County, Kentucky",12701,51,0.401543186
0500000US21207,"Russell County, Kentucky",9130,87,0.952902519
0500000US21209,"Scott County, Kentucky",27726,64,0.230830268
0500000US21211,"Shelby County, Kentucky",24363,199,0.816812379
0500000US21213,"Simpson County, Kentucky",9231,0,0
0500000US21215,"Spencer County, Kentucky",9231,9,0.097497563
0500000US21217,"Taylor County, Kentucky",13044,62,0.475314321
0500000US21219,"Todd County, Kentucky",6229,8,0.12843153
0500000US21221,"Trigg County, Kentucky",7253,0,0
0500000US21223,"Trimble County, Kentucky",4337,0,0
0500000US21225,"Union County, Kentucky",6994,5,0.071489848
0500000US21227,"Warren County, Kentucky",65673,159,0.242108629
0500000US21229,"Washington County, Kentucky",6123,0,0
0500000US21231,"Wayne County, Kentucky",10319,0,0
0500000US21233,"Webster County, Kentucky",6589,4,0.060707239
0500000US21235,"Whitley County, Kentucky",18430,25,0.135648399
0500000US21237,"Wolfe County, Kentucky",3604,0,0
0500000US21239,"Woodford County, Kentucky",13870,15,0.10814708
0500000US22001,"Acadia Parish, Louisiana",32015,38,0.118694362
0500000US22003,"Allen Parish, Louisiana",11076,0,0
0500000US22005,"Ascension Parish, Louisiana",62286,65,0.104357319
0500000US22007,"Assumption Parish, Louisiana",11612,0,0
0500000US22009,"Avoyelles Parish, Louisiana",20179,0,0
0500000US22011,"Beauregard Parish, Louisiana",18210,1,0.005491488
0500000US22013,"Bienville Parish, Louisiana",7167,0,0
0500000US22015,"Bossier Parish, Louisiana",64102,139,0.216841908
0500000US22017,"Caddo Parish, Louisiana",129385,307,0.237276346
0500000US22019,"Calcasieu Parish, Louisiana",103221,243,0.235417212
0500000US22021,"Caldwell Parish, Louisiana",4753,0,0
0500000US22023,"Cameron Parish, Louisiana",3575,0,0
0500000US22025,"Catahoula Parish, Louisiana",4634,16,0.345274061
0500000US22027,"Claiborne Parish, Louisiana",6854,0,0
0500000US22029,"Concordia Parish, Louisiana",9729,0,0
0500000US22031,"De Soto Parish, Louisiana",13991,0,0
0500000US22033,"East Baton Rouge Parish, Louisiana",231446,3110,1.343725966
0500000US22035,"East Carroll Parish, Louisiana",2787,0,0
0500000US22037,"East Feliciana Parish, Louisiana",8588,0,0
0500000US22039,"Evangeline Parish, Louisiana",16371,19,0.116058885
0500000US22041,"Franklin Parish, Louisiana",10347,0,0
0500000US22043,"Grant Parish, Louisiana",9716,3,0.030876904
0500000US22045,"Iberia Parish, Louisiana",36737,38,0.103437951
0500000US22047,"Iberville Parish, Louisiana",16287,0,0
0500000US22049,"Jackson Parish, Louisiana",7827,10,0.127762872
0500000US22051,"Jefferson Parish, Louisiana",224160,2828,1.261598858
0500000US22053,"Jefferson Davis Parish, Louisiana",15891,62,0.390157951
0500000US22055,"Lafayette Parish, Louisiana",123981,624,0.503302925
0500000US22057,"Lafourche Parish, Louisiana",49891,18,0.036078651
0500000US22059,"LaSalle Parish, Louisiana",7153,0,0
0500000US22061,"Lincoln Parish, Louisiana",24274,345,1.421273791
0500000US22063,"Livingston Parish, Louisiana",70704,179,0.253168138
0500000US22065,"Madison Parish, Louisiana",5676,0,0
0500000US22067,"Morehouse Parish, Louisiana",13301,40,0.300729268
0500000US22069,"Natchitoches Parish, Louisiana",20207,66,0.326619488
0500000US22071,"Orleans Parish, Louisiana",205332,1861,0.906337054
0500000US22073,"Ouachita Parish, Louisiana",80905,122,0.150794141
0500000US22075,"Plaquemines Parish, Louisiana",11594,15,0.129377264
0500000US22077,"Pointe Coupee Parish, Louisiana",11442,26,0.227233001
0500000US22079,"Rapides Parish, Louisiana",67590,410,0.606598609
0500000US22081,"Red River Parish, Louisiana",4542,0,0
0500000US22083,"Richland Parish, Louisiana",10441,0,0
0500000US22085,"Sabine Parish, Louisiana",12138,6,0.049431537
0500000US22087,"St. Bernard Parish, Louisiana",23641,171,0.723319657
0500000US22089,"St. Charles Parish, Louisiana",26367,188,0.713012478
0500000US22091,"St. Helena Parish, Louisiana",5320,6,0.112781955
0500000US22093,"St. James Parish, Louisiana",11197,0,0
0500000US22095,"St. John the Baptist Parish, Louisiana",22045,135,0.61238376
0500000US22097,"St. Landry Parish, Louisiana",43034,9,0.020913696
0500000US22099,"St. Martin Parish, Louisiana",27295,24,0.087928192
0500000US22101,"St. Mary Parish, Louisiana",25757,16,0.062119036
0500000US22103,"St. Tammany Parish, Louisiana",131325,623,0.474395583
0500000US22105,"Tangipahoa Parish, Louisiana",68118,200,0.293608151
0500000US22107,"Tensas Parish, Louisiana",2314,0,0
0500000US22109,"Terrebonne Parish, Louisiana",56700,265,0.467372134
0500000US22111,"Union Parish, Louisiana",11203,0,0
0500000US22113,"Vermilion Parish, Louisiana",30929,27,0.087296712
0500000US22115,"Vernon Parish, Louisiana",23381,78,0.333604209
0500000US22117,"Washington Parish, Louisiana",23510,11,0.046788601
0500000US22119,"Webster Parish, Louisiana",20071,1,0.004982313
0500000US22121,"West Baton Rouge Parish, Louisiana",13363,0,0
0500000US22123,"West Carroll Parish, Louisiana",5448,0,0
0500000US22125,"West Feliciana Parish, Louisiana",5553,0,0
0500000US22127,"Winn Parish, Louisiana",6688,0,0
0500000US23001,"Androscoggin County, Maine",55029,321,0.58332879
0500000US23003,"Aroostook County, Maine",34263,86,0.250999621
0500000US23005,"Cumberland County, Maine",150513,1233,0.819198342
0500000US23007,"Franklin County, Maine",15282,66,0.431880644
0500000US23009,"Hancock County, Maine",28227,242,0.857335176
0500000US23011,"Kennebec County, Maine",62353,460,0.737735153
0500000US23013,"Knox County, Maine",19944,58,0.29081428
0500000US23015,"Lincoln County, Maine",17440,62,0.355504587
0500000US23017,"Oxford County, Maine",29102,83,0.285203766
0500000US23019,"Penobscot County, Maine",76539,446,0.582709468
0500000US23021,"Piscataquis County, Maine",8428,61,0.723777883
0500000US23023,"Sagadahoc County, Maine",18113,99,0.546568763
0500000US23025,"Somerset County, Maine",25499,98,0.384328797
0500000US23027,"Waldo County, Maine",20130,64,0.317933433
0500000US23029,"Washington County, Maine",16023,59,0.368220683
0500000US23031,"York County, Maine",104665,628,0.600009554
0500000US24001,"Allegany County, Maryland",34110,176,0.515977719
0500000US24003,"Anne Arundel County, Maryland",288654,3091,1.070832207
0500000US24005,"Baltimore County, Maryland",435522,8278,1.900707657
0500000US24009,"Calvert County, Maryland",45973,238,0.517695169
0500000US24011,"Caroline County, Maryland",16879,56,0.331773209
0500000US24013,"Carroll County, Maryland",84736,428,0.505098187
0500000US24015,"Cecil County, Maryland",51530,102,0.197942946
0500000US24017,"Charles County, Maryland",82649,910,1.101041755
0500000US24019,"Dorchester County, Maryland",16961,19,0.112021697
0500000US24021,"Frederick County, Maryland",127510,2361,1.851619481
0500000US24023,"Garrett County, Maryland",14757,23,0.155858237
0500000US24025,"Harford County, Maryland",128673,982,0.76317487
0500000US24027,"Howard County, Maryland",162894,11794,7.240291232
0500000US24029,"Kent County, Maryland",10242,68,0.663932826
0500000US24031,"Montgomery County, Maryland",539402,45043,8.35054375
0500000US24033,"Prince George's County, Maryland",471230,6206,1.31697897
0500000US24035,"Queen Anne's County, Maryland",24998,102,0.408032643
0500000US24037,"St. Mary's County, Maryland",56143,313,0.557504943
0500000US24039,"Somerset County, Maryland",11803,11,0.093196645
0500000US24041,"Talbot County, Maryland",19540,111,0.568065507
0500000US24043,"Washington County, Maryland",73779,325,0.440504751
0500000US24045,"Wicomico County, Maryland",53858,278,0.516172156
0500000US24047,"Worcester County, Maryland",26408,91,0.344592548
0500000US24510,"Baltimore city, Maryland",322984,3675,1.137827261
0500000US25001,"Barnstable County, Massachusetts",111410,818,0.734224935
0500000US25003,"Berkshire County, Massachusetts",65275,410,0.628111835
0500000US25005,"Bristol County, Massachusetts",289446,3428,1.184331447
0500000US25007,"Dukes County, Massachusetts",8777,33,0.375982682
0500000US25009,"Essex County, Massachusetts",405904,5720,1.409200205
0500000US25011,"Franklin County, Massachusetts",36203,177,0.488909759
0500000US25013,"Hampden County, Massachusetts",241907,2472,1.021880309
0500000US25015,"Hampshire County, Massachusetts",85738,3470,4.047213604
0500000US25017,"Middlesex County, Massachusetts",817769,66969,8.189231922
0500000US25019,"Nantucket County, Massachusetts",5448,24,0.440528634
